Id,Date,Price,Bedrooms,Bathrooms,Sqft_living,Sqft_lot,Floors,Waterfront,View,Condition,Grade,Sqft_above,Sqft_basement,Yr_built,Yr_renovated,Zipcode,Lat,Long,Sqft_living15,Sqft_lot15,House_age,Has_Basement,YearsSinceRenovation,Has_Renovation,Price_persqft,Relative_size,Relativesizecategory,Bathroom_Group,Bedroom_Group
1737300130,12/22/2014,610000,6,2.5,3610,12033,2,0,0,3,8,3210,400,1970,0,98011,47.7692,-122.219,2210,8577,56,1,56,0,168.9750693,1.633484163,Large,2-3,4-6
2781200010,10/10/2014,419000,4,2.5,3010,9155,2,0,0,3,9,3010,0,2005,0,98038,47.3542,-122.027,3010,5762,21,0,21,0,139.2026578,1,Average,2-3,2-4
269000221,8/26/2014,779000,3,1.75,2320,6400,1,0,2,4,8,1420,900,1957,0,98199,47.6449,-122.389,2540,7680,69,1,69,0,335.7758621,0.913385827,Average,1-2,2-4
6421100502,9/15/2014,695000,5,3,3290,14134,1,0,0,3,7,1870,1420,2004,0,98052,47.6708,-122.14,1970,11470,22,1,22,0,211.2462006,1.670050761,Large,2-3,4-6
4136900190,3/20/2015,319900,3,2.5,2040,7580,2,0,2,3,8,2040,0,1998,0,98092,47.2618,-122.209,1960,7820,28,0,28,0,156.8137255,1.040816327,Average,2-3,2-4
8731980680,1/12/2015,329000,3,2.75,1920,7700,1,0,0,4,8,1320,600,1978,0,98023,47.3213,-122.378,2040,8000,48,1,48,0,171.3541667,0.941176471,Average,2-3,2-4
2095800250,8/27/2014,475226,3,2.5,2120,4512,2,0,0,3,8,2120,0,1988,0,98011,47.75,-122.183,2000,4553,38,0,38,0,224.1632075,1.06,Average,2-3,2-4
3629920630,3/25/2015,638000,3,2.5,2170,5000,2,0,0,3,9,2170,0,2003,0,98029,47.5453,-121.996,2170,5000,23,0,23,0,294.0092166,1,Average,2-3,2-4
6817800840,3/25/2015,440000,2,1.5,1330,15873,1,0,0,3,7,900,430,1984,0,98074,47.6359,-122.033,1610,12043,42,1,42,0,330.8270677,0.826086957,Average,1-2,0-2
7520000440,2/9/2015,214000,3,2,1580,5080,1,0,0,4,6,800,780,1942,0,98146,47.4963,-122.35,1580,7114,84,1,84,0,135.443038,1,Average,1-2,2-4
587550470,4/29/2015,600000,3,2.75,3580,14217,2,0,3,4,10,2210,1370,1989,0,98023,47.3244,-122.379,3990,14674,37,1,37,0,167.5977654,0.897243108,Average,2-3,2-4
6851700381,4/14/2015,935000,4,2,2580,4500,2,0,0,4,9,1850,730,1905,0,98102,47.6245,-122.316,2590,4100,121,1,121,0,362.4031008,0.996138996,Average,1-2,2-4
4077800029,10/27/2014,630000,4,1.75,1930,10210,1.5,0,2,3,8,1670,260,1941,0,98125,47.7078,-122.277,2730,6600,85,1,85,0,326.4248705,0.706959707,Small,1-2,2-4
7202350480,9/30/2014,575000,3,2.5,2120,4780,2,0,0,3,7,2120,0,2004,0,98053,47.681,-122.032,1690,2650,22,0,22,0,271.2264151,1.25443787,Average,2-3,2-4
1021079099,11/6/2014,345000,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,1987,0,98010,47.3259,-121.896,1660,93393,39,1,39,0,173.3668342,1.198795181,Average,2-3,2-4
6075000050,7/16/2014,323000,4,1.75,1310,9690,1,0,0,4,7,1310,0,1967,0,98011,47.7559,-122.226,2280,9618,59,0,59,0,246.5648855,0.574561404,Small,1-2,2-4
5467910020,5/16/2014,425000,3,2.5,2670,13218,1,0,0,4,10,2670,0,1988,0,98042,47.3683,-122.153,1960,13130,38,0,38,0,159.17603,1.362244898,Average,2-3,2-4
322069109,5/5/2015,411000,2,2.25,1910,108900,1,0,0,4,7,1010,900,1972,0,98038,47.4206,-122.023,2050,108900,54,1,54,0,215.1832461,0.931707317,Average,2-3,0-2
8658300480,7/21/2014,299800,4,1.5,1530,9000,1,0,0,4,6,1530,0,1976,0,98014,47.6492,-121.908,1520,8500,50,0,50,0,195.9477124,1.006578947,Average,1-2,2-4
9187200285,5/5/2014,823000,6,1.75,2920,5000,2.5,0,0,4,9,2780,140,1908,0,98122,47.6024,-122.295,2020,5000,118,1,118,0,281.8493151,1.445544554,Average,1-2,4-6
3670500605,9/8/2014,200000,3,1,1010,8108,1,0,0,3,7,1010,0,1955,0,98155,47.735,-122.309,1110,8108,71,0,71,0,198.019802,0.90990991,Average,0-1,2-4
2141330050,5/20/2014,760000,4,1.75,2450,13300,1,0,2,4,9,1630,820,1987,0,98006,47.5564,-122.13,3150,15500,39,1,39,0,310.2040816,0.777777778,Small,1-2,2-4
3820350020,4/28/2015,359950,4,2.5,1820,3899,2,0,0,3,7,1820,0,1999,0,98019,47.735,-121.985,1820,3899,27,0,27,0,197.7747253,1,Average,2-3,2-4
3291800780,2/3/2015,375000,4,2.5,2090,8325,1,0,0,4,7,1470,620,1983,0,98056,47.4888,-122.184,1700,8025,43,1,43,0,179.4258373,1.229411765,Average,2-3,2-4
2423069120,5/8/2014,295000,2,1.75,2200,89298,1,0,0,3,7,1100,1100,1973,0,98027,47.4633,-121.976,2590,89298,53,1,53,0,134.0909091,0.849420849,Average,1-2,0-2
6918100170,3/19/2015,250000,4,3,2250,7882,2,0,0,3,8,1570,680,1986,0,98198,47.3703,-122.314,1550,7508,40,1,40,0,111.1111111,1.451612903,Average,2-3,2-4
7169200221,10/23/2014,497000,3,2.25,1450,1387,3,0,0,3,8,1450,0,2000,0,98115,47.6765,-122.302,1450,1429,26,0,26,0,342.7586207,1,Average,2-3,2-4
3579000440,8/13/2014,520000,4,2.5,2280,8798,2,0,0,4,8,2280,0,1987,0,98028,47.7471,-122.247,2180,8632,39,0,39,0,228.0701754,1.04587156,Average,2-3,2-4
8860500130,7/17/2014,365000,4,3.5,2720,6781,2,0,0,3,8,2100,620,1999,0,98055,47.4612,-122.215,2280,5942,27,1,27,0,134.1911765,1.192982456,Average,3+,2-4
1441800010,12/8/2014,459900,3,2.25,2250,8000,1,0,0,3,8,1460,790,1976,0,98034,47.7229,-122.202,1930,9000,50,1,50,0,204.4,1.165803109,Average,2-3,2-4
7129300595,5/6/2015,158000,3,2,1090,6090,1,0,0,3,7,940,150,1940,0,98118,47.5118,-122.259,1840,6090,86,1,86,0,144.9541284,0.592391304,Small,1-2,2-4
4322300010,6/6/2014,294700,3,2,1970,9600,1,0,0,4,7,1300,670,1967,0,98003,47.2824,-122.301,1710,7703,59,1,59,0,149.5939086,1.152046784,Average,1-2,2-4
7229800066,8/19/2014,439950,4,2.25,2780,15075,2,0,0,3,7,2780,0,1985,0,98059,47.477,-122.116,1650,25542,41,0,41,0,158.2553957,1.684848485,Large,2-3,2-4
3625059071,1/8/2015,899000,4,2.25,2290,40946,1,0,3,4,8,1550,740,1960,0,98008,47.616,-122.103,2790,20076,66,1,66,0,392.5764192,0.82078853,Average,2-3,2-4
9517200480,7/2/2014,535000,3,1.75,2330,12141,1,0,0,3,7,1390,940,1983,0,98072,47.7607,-122.146,1850,12141,43,1,43,0,229.6137339,1.259459459,Average,1-2,2-4
240000269,1/24/2015,530000,4,4.5,4060,10800,2,0,0,3,10,4060,0,2007,0,98188,47.4241,-122.29,1830,9768,19,0,19,0,130.5418719,2.218579235,Large,3+,2-4
9835800840,2/4/2015,215000,4,2,1470,7000,1,0,0,4,8,1470,0,1967,0,98032,47.3742,-122.289,1640,7000,59,0,59,0,146.2585034,0.896341463,Average,1-2,2-4
8058500005,2/3/2015,290000,2,1,1620,5400,1,0,0,3,6,920,700,1926,0,98125,47.7069,-122.299,1540,7245,100,1,100,0,179.0123457,1.051948052,Average,0-1,0-2
2568200170,3/11/2015,798000,5,2.75,3220,5934,2,0,0,3,9,3220,0,2006,0,98052,47.7076,-122.101,3100,5934,20,0,20,0,247.826087,1.038709677,Average,2-3,4-6
9545250010,11/7/2014,785000,4,2.5,3270,9578,2,0,0,3,9,3270,0,1993,0,98027,47.5373,-122.051,3120,8784,33,0,33,0,240.0611621,1.048076923,Average,2-3,2-4
4140090420,3/18/2015,433000,3,1.75,2160,8565,1,0,0,3,8,1730,430,1971,0,98028,47.7664,-122.262,2910,9570,55,1,55,0,200.462963,0.742268041,Small,1-2,2-4
3334000050,7/21/2014,425000,2,1,1150,6835,1,0,1,3,7,1010,140,1922,0,98118,47.5567,-122.273,1150,6561,104,1,104,0,369.5652174,1,Average,0-1,0-2
5101404144,7/24/2014,654000,4,2.5,2240,7540,1,0,0,3,8,1540,700,1962,0,98115,47.6965,-122.308,1960,7250,64,1,64,0,291.9642857,1.142857143,Average,2-3,2-4
7338001190,10/17/2014,215000,3,1.5,1280,5065,2,0,0,4,6,1280,0,1983,0,98002,47.3343,-122.217,1070,4491,43,0,43,0,167.96875,1.196261682,Average,1-2,2-4
1865810290,3/18/2015,232000,3,1,840,6540,1,0,0,3,6,840,0,1970,2014,98042,47.3743,-122.116,1010,6600,56,0,12,1,276.1904762,0.831683168,Average,0-1,2-4
2785000290,5/7/2014,675000,3,1.75,1680,10500,1,0,0,4,8,1680,0,1959,0,98005,47.6098,-122.169,2250,10400,67,0,67,0,401.7857143,0.746666667,Small,1-2,2-4
7955040080,11/4/2014,665000,5,2.75,2330,8000,1,0,0,4,7,1550,780,1972,0,98052,47.6651,-122.144,1750,8419,54,1,54,0,285.4077253,1.331428571,Average,2-3,4-6
5480900010,6/23/2014,835000,4,2.5,3030,29163,2,0,0,3,10,3030,0,1998,0,98053,47.6569,-122.02,2780,40669,28,0,28,0,275.5775578,1.089928058,Average,2-3,2-4
6362900080,8/14/2014,525000,6,3,2880,7560,2,0,0,3,7,2880,0,1980,0,98144,47.5959,-122.3,1470,1815,46,0,46,0,182.2916667,1.959183673,Large,2-3,4-6
4078300050,5/4/2015,780000,3,2.75,2910,3094,2,0,2,5,7,2010,900,1939,0,98125,47.7071,-122.276,2400,7530,87,1,87,0,268.0412371,1.2125,Average,2-3,2-4
3528000545,8/15/2014,844000,4,3.25,3090,67518,2,0,0,3,10,3090,0,1988,0,98053,47.6674,-122.046,3200,65775,38,0,38,0,273.1391586,0.965625,Average,3+,2-4
710300010,1/27/2015,680000,4,2.75,2720,54048,2,0,0,3,8,2720,0,1985,0,98072,47.7181,-122.089,2580,37721,41,0,41,0,250,1.054263566,Average,2-3,2-4
3764800630,8/25/2014,290000,3,1.5,1310,8100,1,0,0,3,7,1310,0,1965,0,98034,47.7328,-122.201,1330,8100,61,0,61,0,221.3740458,0.984962406,Average,1-2,2-4
6383000825,3/25/2015,560000,2,1,1790,15783,1,0,0,4,8,1360,430,1959,0,98117,47.691,-122.387,1790,7494,67,1,67,0,312.849162,1,Average,0-1,0-2
9465900500,6/17/2014,605500,3,2.5,2830,6536,2,0,0,3,9,2830,0,1989,0,98072,47.7462,-122.172,2710,6954,37,0,37,0,213.9575972,1.044280443,Average,2-3,2-4
2568200290,8/26/2014,762500,4,2.5,3150,5979,2,0,0,3,9,3150,0,2005,0,98052,47.7082,-122.101,3150,6595,21,0,21,0,242.0634921,1,Average,2-3,2-4
3885808005,3/5/2015,1740000,5,3.25,3930,5500,2,0,0,3,9,2910,1020,2014,0,98033,47.6802,-122.208,2040,5115,12,1,12,0,442.7480916,1.926470588,Large,3+,4-6
3723800086,6/24/2014,665000,6,2.75,2840,8346,1,0,0,5,8,1420,1420,1961,0,98118,47.5518,-122.266,2250,8346,65,1,65,0,234.1549296,1.262222222,Average,2-3,4-6
6840701150,3/11/2015,540000,5,1,2480,4400,1.5,0,0,3,7,1640,840,1919,0,98122,47.6046,-122.3,1940,4400,107,1,107,0,217.7419355,1.278350515,Average,0-1,4-6
7301300050,11/19/2014,375000,3,2.5,1930,6180,1,0,0,3,7,1330,600,1961,0,98155,47.7481,-122.327,1940,6180,65,1,65,0,194.3005181,0.994845361,Average,2-3,2-4
6381500635,5/16/2014,342000,3,1,1260,6826,1,0,0,3,6,720,540,1944,0,98125,47.731,-122.303,1300,6826,82,1,82,0,271.4285714,0.969230769,Average,0-1,2-4
3980300020,3/10/2015,340000,3,1,670,23522,1,0,0,4,6,670,0,1968,0,98024,47.5329,-121.89,1880,20270,58,0,58,0,507.4626866,0.356382979,Small,0-1,2-4
1923000050,3/30/2015,1250000,5,3.25,3930,12719,2,0,2,4,10,2540,1390,1974,0,98040,47.5631,-122.213,3600,15909,52,1,52,0,318.0661578,1.091666667,Average,3+,4-6
7215720250,12/10/2014,693000,4,2.5,3160,13063,2,0,0,3,10,3160,0,1999,0,98075,47.5996,-122.021,3350,14213,27,0,27,0,219.3037975,0.943283582,Average,2-3,2-4
3123049230,4/20/2015,638500,4,1.75,1770,12462,1,0,2,4,8,1770,0,1962,0,98166,47.4355,-122.338,2310,14810,64,0,64,0,360.7344633,0.766233766,Small,1-2,2-4
8163000020,1/26/2015,805000,5,3,2240,18265,2,0,0,4,8,2240,0,1963,0,98027,47.5171,-122.029,1990,18265,63,0,63,0,359.375,1.125628141,Average,2-3,4-6
7893808220,7/9/2014,250000,3,1,990,8062,1,0,0,4,7,990,0,1960,0,98198,47.4151,-122.334,1420,8790,66,0,66,0,252.5252525,0.697183099,Small,0-1,2-4
538000440,5/1/2015,325000,3,2.5,1580,4698,2,0,0,3,7,1580,0,1998,0,98038,47.3539,-122.025,2070,4698,28,0,28,0,205.6962025,0.763285024,Small,2-3,2-4
7883603390,4/1/2015,270000,4,1.75,1560,4290,2,0,0,3,7,1560,0,1994,0,98108,47.5292,-122.323,1250,6000,32,0,32,0,173.0769231,1.248,Average,1-2,2-4
7645900235,7/10/2014,880000,6,2.5,2640,3680,2,0,0,5,8,1760,880,1922,0,98126,47.5771,-122.38,1960,3680,104,1,104,0,333.3333333,1.346938776,Average,2-3,4-6
9232900050,8/6/2014,300000,2,1.75,2120,6350,1,0,0,4,6,1440,680,1924,0,98103,47.6974,-122.356,1590,6350,102,1,102,0,141.509434,1.333333333,Average,1-2,0-2
7305300500,12/15/2014,290000,2,1,1200,8750,1,0,0,3,6,1200,0,1948,0,98155,47.7548,-122.327,1100,8408,78,0,78,0,241.6666667,1.090909091,Average,0-1,0-2
6065300840,5/1/2015,2850000,4,4,5040,17208,1,0,0,5,10,2870,2170,1976,0,98006,47.5701,-122.188,4050,18647,50,1,50,0,565.4761905,1.244444444,Average,3+,2-4
7227500020,1/23/2015,259950,3,1,1460,5825,1,0,0,5,5,1260,200,1942,0,98056,47.4958,-122.191,1150,5926,84,1,84,0,178.0479452,1.269565217,Average,0-1,2-4
7237501190,10/10/2014,1780000,4,3.25,4890,13402,2,0,0,3,13,4890,0,2004,0,98059,47.5303,-122.131,5790,13539,22,0,22,0,364.00818,0.844559585,Average,3+,2-4
422000010,11/6/2014,299950,3,1,1580,5250,1,0,0,5,7,1580,0,1954,0,98056,47.4964,-122.168,1180,5940,72,0,72,0,189.8417722,1.338983051,Average,0-1,2-4
826069127,4/6/2015,483000,3,2.25,2100,43560,1,0,0,4,8,1330,770,1977,0,98077,47.7511,-122.072,2100,43560,49,1,49,0,230,1,Average,2-3,2-4
9413600420,6/12/2014,890000,3,2.25,2060,8640,1,0,0,4,8,2060,0,1966,0,98033,47.6534,-122.195,2030,9000,60,0,60,0,432.038835,1.014778325,Average,2-3,2-4
9151600541,5/8/2014,719000,3,2.5,1690,4500,1.5,0,1,4,8,1690,0,1928,0,98116,47.5841,-122.383,2140,7200,98,0,98,0,425.443787,0.789719626,Small,2-3,2-4
3423059153,10/8/2014,785000,4,3,3370,100681,1,0,0,5,8,1920,1450,1977,0,98058,47.4319,-122.148,2440,43705,49,1,49,0,232.9376855,1.381147541,Average,2-3,2-4
3630120190,3/26/2015,660000,3,2.5,2330,3995,2,0,0,3,9,2330,0,2006,0,98029,47.5542,-122.001,2330,3740,20,0,20,0,283.2618026,1,Average,2-3,2-4
2787320430,6/18/2014,264000,4,1.75,1820,8118,1,0,0,4,7,1080,740,1980,0,98031,47.4104,-122.172,1810,8050,46,1,46,0,145.0549451,1.005524862,Average,1-2,2-4
1672000170,9/8/2014,575000,3,1.75,1890,11141,1,0,0,4,8,1890,0,1968,0,98006,47.5697,-122.163,2720,11144,58,0,58,0,304.2328042,0.694852941,Small,1-2,2-4
2050000020,6/24/2014,1220000,4,3.75,3820,53574,1,0,0,3,10,3820,0,1994,0,98072,47.7337,-122.121,3140,54014,32,0,32,0,319.3717277,1.21656051,Average,3+,2-4
3221079069,8/15/2014,475000,3,2.5,2770,98881,2,0,0,3,9,2770,0,1991,0,98022,47.2568,-121.952,1830,74923,35,0,35,0,171.4801444,1.513661202,Large,2-3,2-4
7501000080,11/21/2014,845800,4,3.5,3020,12750,2,0,0,3,10,3020,0,1990,0,98033,47.6524,-122.184,3120,14351,36,0,36,0,280.0662252,0.967948718,Average,3+,2-4
3500100078,6/11/2014,352500,3,1.75,1170,8182,1,0,0,3,7,1170,0,1962,0,98155,47.7368,-122.298,1610,8183,64,0,64,0,301.2820513,0.726708075,Small,1-2,2-4
9493200010,6/23/2014,347000,3,1,1270,8400,1,0,0,3,7,1270,0,1955,0,98011,47.7604,-122.198,1390,8400,71,0,71,0,273.2283465,0.913669065,Average,0-1,2-4
3905081350,1/9/2015,560000,4,2.75,1950,6192,2,0,0,3,8,1950,0,1992,0,98029,47.5698,-121.999,2040,5441,34,0,34,0,287.1794872,0.955882353,Average,2-3,2-4
6061000010,5/4/2015,323000,4,2.75,2230,50094,1,0,2,4,7,1330,900,1977,0,98092,47.2576,-122.099,2230,40770,49,1,49,0,144.8430493,1,Average,2-3,2-4
7635801350,3/6/2015,595000,3,1.75,2220,22081,1.5,0,0,4,7,2220,0,1922,0,98166,47.4693,-122.364,2010,12360,104,0,104,0,268.018018,1.104477612,Average,1-2,2-4
7806210380,2/20/2015,257500,4,2,2060,6400,1,0,0,3,7,1170,890,1977,0,98002,47.2924,-122.197,1890,8736,49,1,49,0,125,1.08994709,Average,1-2,2-4
7577700440,5/28/2014,450000,3,1,1100,4600,1,0,0,3,7,1100,0,1917,0,98116,47.5686,-122.385,1200,5175,109,0,109,0,409.0909091,0.916666667,Average,0-1,2-4
3876810190,11/13/2014,410000,4,1,1140,7208,1,0,0,3,7,900,240,1970,0,98072,47.742,-122.173,1300,7991,56,1,56,0,359.6491228,0.876923077,Average,0-1,2-4
1224059049,6/13/2014,810000,3,1.75,1980,13503,1,0,2,4,9,1320,660,1952,0,98008,47.5867,-122.111,2450,10890,74,1,74,0,409.0909091,0.808163265,Average,1-2,2-4
3348401319,5/12/2014,372500,5,3,2480,10090,1,0,0,3,7,1300,1180,2004,0,98178,47.4964,-122.263,2290,9900,22,1,22,0,150.2016129,1.082969432,Average,2-3,4-6
5589300585,12/3/2014,325000,3,1,1050,9083,1,0,0,3,7,1050,0,1951,0,98155,47.7533,-122.307,1440,9071,75,0,75,0,309.5238095,0.729166667,Small,0-1,2-4
3293700221,10/21/2014,280000,3,1,1260,7660,1,0,0,3,6,1260,0,1947,0,98133,47.7476,-122.35,1990,7861,79,0,79,0,222.2222222,0.633165829,Small,0-1,2-4
2013300050,7/11/2014,258000,3,2,1680,19978,1,0,0,3,6,880,800,1948,0,98198,47.3924,-122.308,2150,11588,78,1,78,0,153.5714286,0.781395349,Small,1-2,2-4
408100050,8/27/2014,329950,4,1,1360,5900,1.5,0,0,4,7,1360,0,1949,0,98155,47.7512,-122.318,1050,5900,77,0,77,0,242.6102941,1.295238095,Average,0-1,2-4
4178300080,12/12/2014,836000,4,2.5,2450,12987,1,0,0,4,9,2030,420,1980,0,98007,47.6197,-122.15,2730,13685,46,1,46,0,341.2244898,0.897435897,Average,2-3,2-4
2310040020,4/9/2015,365000,5,2.5,2260,7040,2,0,0,3,8,2260,0,1999,0,98038,47.352,-122.038,2180,6910,27,0,27,0,161.5044248,1.036697248,Average,2-3,4-6
8698100170,2/11/2015,111300,2,1,1060,6000,1,0,0,4,5,1060,0,1908,0,98002,47.3066,-122.223,940,6000,118,0,118,0,105,1.127659574,Average,0-1,0-2
1330910280,4/27/2015,864000,4,2.5,3720,105850,2,0,0,4,10,3720,0,1984,0,98053,47.655,-122.029,2830,88256,42,0,42,0,232.2580645,1.314487633,Average,2-3,2-4
9413600670,6/23/2014,725000,3,1.75,1610,8613,1,0,0,5,7,1610,0,1962,0,98033,47.6527,-122.195,2010,8670,64,0,64,0,450.310559,0.800995025,Average,1-2,2-4
3825500020,2/18/2015,550000,4,2.5,3350,6605,2,0,0,3,8,2670,680,1990,0,98011,47.7498,-122.181,2730,5962,36,1,36,0,164.1791045,1.227106227,Average,2-3,2-4
2500600289,4/16/2015,130000,2,1,790,7500,1,0,0,3,7,790,0,1951,0,98198,47.4007,-122.294,1560,7794,75,0,75,0,164.556962,0.506410256,Small,0-1,0-2
4385701440,9/26/2014,765000,2,1.75,1660,4000,1,0,0,3,7,990,670,1940,0,98112,47.6394,-122.28,2070,4000,86,1,86,0,460.8433735,0.801932367,Average,1-2,0-2
8645501330,4/21/2015,255000,3,1.5,1420,7480,1,0,0,4,7,1420,0,1963,0,98058,47.4651,-122.184,1720,7700,63,0,63,0,179.5774648,0.825581395,Average,1-2,2-4
2323069073,6/22/2014,439500,3,2.5,2050,40003,1,0,0,4,8,1570,480,1977,0,98027,47.47,-122,2700,46769,49,1,49,0,214.3902439,0.759259259,Small,2-3,2-4
2475200080,9/8/2014,268000,3,1.75,1250,5546,1,0,0,4,7,1250,0,1987,0,98055,47.4725,-122.187,1640,4791,39,0,39,0,214.4,0.762195122,Small,1-2,2-4
9533600185,4/1/2015,985000,3,1.75,1700,8534,1,0,0,4,7,1700,0,1953,0,98004,47.6276,-122.205,2100,10443,73,0,73,0,579.4117647,0.80952381,Average,1-2,2-4
4139440460,11/18/2014,751305,4,2.5,2660,8469,2,0,0,3,10,2660,0,1994,0,98006,47.5529,-122.12,2920,10697,32,0,32,0,282.4454887,0.910958904,Average,2-3,2-4
1443500725,4/23/2015,280000,3,1,1350,7553,1.5,0,0,3,6,1350,0,1914,0,98118,47.5345,-122.274,1380,7470,112,0,112,0,207.4074074,0.97826087,Average,0-1,2-4
984000780,6/16/2014,304000,4,2,1810,8750,1,0,0,2,7,1110,700,1967,0,98058,47.4307,-122.17,1810,8750,59,1,59,0,167.9558011,1,Average,1-2,2-4
7575610170,4/23/2015,200000,4,2.75,2210,13235,2,0,0,3,8,1730,480,1988,0,98003,47.3541,-122.303,1750,7542,38,1,38,0,90.49773756,1.262857143,Average,2-3,2-4
2025800080,2/20/2015,325000,3,1.5,2120,41325,1,0,0,4,7,1420,700,1973,0,98092,47.2906,-122.055,1780,42000,53,1,53,0,153.3018868,1.191011236,Average,1-2,2-4
1425059180,3/24/2015,736000,3,2.25,2470,11603,2,0,2,3,8,1540,930,1988,0,98052,47.6569,-122.123,2850,11250,38,1,38,0,297.9757085,0.866666667,Average,2-3,2-4
1310440280,7/10/2014,426500,4,2.5,2700,6515,2,0,0,3,9,2700,0,1998,0,98058,47.4356,-122.11,2900,6710,28,0,28,0,157.962963,0.931034483,Average,2-3,2-4
2264500425,6/20/2014,640000,2,1.75,1760,4400,1,0,0,4,7,880,880,1930,0,98103,47.65,-122.34,1330,4180,96,1,96,0,363.6363636,1.323308271,Average,1-2,0-2
1721800470,5/21/2014,230000,5,2,1930,6120,1.5,0,0,3,6,1930,0,1941,1969,98146,47.5073,-122.337,1130,6120,85,0,57,1,119.1709845,1.707964602,Large,1-2,4-6
2589300170,3/24/2015,366350,4,1,1680,5043,1.5,0,0,4,6,1680,0,1911,0,98118,47.5354,-122.273,1560,5765,115,0,115,0,218.0654762,1.076923077,Average,0-1,2-4
2338800161,1/6/2015,365000,2,1,1390,8336,1,0,0,4,6,910,480,1946,0,98166,47.4646,-122.361,1610,7847,80,1,80,0,262.5899281,0.863354037,Average,0-1,0-2
855700170,2/25/2015,482000,4,2.25,2240,8322,2,0,0,3,8,2240,0,1979,0,98034,47.728,-122.206,2240,6448,47,0,47,0,215.1785714,1,Average,2-3,2-4
1431700250,5/16/2014,345000,4,1,1980,7991,1.5,0,0,3,7,1980,0,1962,0,98058,47.4604,-122.17,1730,7700,64,0,64,0,174.2424242,1.144508671,Average,0-1,2-4
7942601410,5/14/2014,682000,3,1.75,1830,5120,1.5,0,2,5,8,1830,0,1903,0,98122,47.6051,-122.311,2120,5120,123,0,123,0,372.6775956,0.863207547,Average,1-2,2-4
4151800420,8/15/2014,657500,3,1.75,980,6002,1,0,0,4,6,980,0,1942,0,98033,47.6643,-122.203,1150,6054,84,0,84,0,670.9183673,0.852173913,Average,1-2,2-4
5700003280,4/19/2015,895000,6,2.5,3550,6533,2,0,0,3,8,3550,0,1925,0,98144,47.5719,-122.284,3140,6234,101,0,101,0,252.1126761,1.130573248,Average,2-3,4-6
1105000780,4/3/2015,425000,3,1.5,1660,5665,1,0,0,5,7,920,740,1918,0,98118,47.5391,-122.274,1530,5665,108,1,108,0,256.0240964,1.08496732,Average,1-2,2-4
4046400440,8/6/2014,532500,4,2.5,2490,8750,2,0,0,3,8,2040,450,1976,0,98008,47.5931,-122.116,2120,10240,50,1,50,0,213.8554217,1.174528302,Average,2-3,2-4
1089700010,10/8/2014,540000,4,2.5,2329,9436,2,0,0,3,9,2329,0,1995,0,98011,47.7366,-122.204,2660,10252,31,0,31,0,231.859167,0.87556391,Average,2-3,2-4
2600040130,7/11/2014,578000,3,2.25,1790,9580,2,0,0,3,8,1790,0,1984,0,98006,47.5541,-122.162,2060,9995,42,0,42,0,322.9050279,0.868932039,Average,2-3,2-4
8121100715,2/9/2015,1090000,3,3,2830,6041,2,0,3,3,8,1840,990,1915,0,98118,47.5694,-122.283,3420,6360,111,1,111,0,385.1590106,0.82748538,Average,2-3,2-4
1771000440,9/4/2014,322500,3,1,1160,9750,1,0,0,3,7,1160,0,1968,0,98077,47.7429,-122.072,1160,10565,58,0,58,0,278.0172414,1,Average,0-1,2-4
7875200005,1/15/2015,140000,3,1,1000,10560,1,0,0,3,7,1000,0,1955,0,98003,47.3217,-122.317,1190,9375,71,0,71,0,140,0.840336134,Average,0-1,2-4
1822069109,9/10/2014,485000,3,2.5,2540,51836,1,0,0,4,8,1820,720,1976,0,98042,47.389,-122.088,1650,51836,50,1,50,0,190.9448819,1.539393939,Large,2-3,2-4
9283800050,8/19/2014,575000,2,1.5,1750,19709,1.5,0,0,4,8,1440,310,1978,0,98010,47.3351,-122.044,1950,21075,48,1,48,0,328.5714286,0.897435897,Average,1-2,0-2
238000244,6/17/2014,421000,3,2.5,2890,21780,2,0,0,3,8,2890,0,2000,0,98188,47.4326,-122.286,2120,8117,26,0,26,0,145.6747405,1.363207547,Average,2-3,2-4
7972600430,3/11/2015,355000,4,2,1870,3497,1,0,0,3,7,1200,670,1954,0,98106,47.5309,-122.347,1270,3497,72,1,72,0,189.8395722,1.472440945,Average,1-2,2-4
6204200470,3/18/2015,515000,4,2.25,2200,6967,2,0,0,3,8,2200,0,1986,0,98011,47.7355,-122.202,1970,7439,40,0,40,0,234.0909091,1.116751269,Average,2-3,2-4
123039420,4/28/2015,309000,3,1,1300,7200,1,0,0,4,7,1300,0,1952,0,98146,47.5063,-122.369,1740,7100,74,0,74,0,237.6923077,0.747126437,Small,0-1,2-4
1525059215,2/24/2015,815000,5,2.25,3410,35536,2,0,0,3,10,2530,880,1974,0,98005,47.65,-122.155,3140,43453,52,1,52,0,239.0029326,1.085987261,Average,2-3,4-6
1787600094,11/6/2014,285000,3,1,1160,7875,1,0,0,3,7,1160,0,1953,0,98125,47.724,-122.323,1600,7875,73,0,73,0,245.6896552,0.725,Small,0-1,2-4
2877101100,11/10/2014,700000,3,1.75,2100,5000,1.5,0,0,3,8,2100,0,1916,0,98117,47.6776,-122.36,1830,4200,110,0,110,0,333.3333333,1.147540984,Average,1-2,2-4
